comment_id,video_id,video_title,video_url,video_author,nickname,user_id,ip_location,create_time,year,like_count,sub_comment_count,impact_score,sentiment,sentiment_score,level1_category,level2_category,primary_level1,primary_level2,related_spots,primary_spot,content
209242381504,1450486354,贵州9地市完整版-贵阳、毕节、六盘水、黔南、黔西南、黔东南、遵义、铜仁、安顺,https://www.bilibili.com/video/av1450486354,开***行,有***兮,,未知,2024-02-22 00:44,2024,445,33,13.68,客观探讨/咨询互动,0.0,自然风光与气候避暑,瀑布水景视觉震撼,自然风光与气候避暑,瀑布水景视觉震撼,贵阳市区/黔灵山,贵阳市区/黔灵山,黔灵山，性价比第一，不是贵州第一，而是全国第一
208379145248,1450486354,贵州9地市完整版-贵阳、毕节、六盘水、黔南、黔西南、黔东南、遵义、铜仁、安顺,https://www.bilibili.com/video/av1450486354,开***行,A***Z,,未知,2024-02-16 21:14,2024,321,0,9.66,客观探讨/咨询互动,0.0,景区运营与排队管理,大门外移与强制观光车,景区运营与排队管理,大门外移与强制观光车,贵阳市区/黔灵山 | 织金洞 | 阿西里西韭菜坪/百里杜鹃,贵阳市区/黔灵山,"贵阳
00:21 青岩古镇 明代
01:34 阳明文化园
毕节
04:04 杜鹃林
两个点，可以观光车
04:20 织金洞
05:59 阿西里西韭菜坪
有..."
208374380736,1450486354,贵州9地市完整版-贵阳、毕节、六盘水、黔南、黔西南、黔东南、遵义、铜仁、安顺,https://www.bilibili.com/video/av1450486354,开***行,西***瓜,,未知,2024-02-16 20:44,2024,259,21,12.43,实战攻略/避坑技巧,0.2,安全防范与避坑预警,黔灵山猕猴抓咬与抢食抢包,安全防范与避坑预警,黔灵山猕猴抓咬与抢食抢包,贵阳市区/黔灵山,贵阳市区/黔灵山,贵阳黔灵山公园真的可以玩玩，景色不错。但需要注意的是猴子比较野，注意保管好自己的包，尤其不要露出任何食物（刚买的烤玉米被猴子抢走扔心有余悸[辣眼睛]）
283716628288,115621224255987,这个贵州五线小城，凭什么是中国“吃商”最高的城市？,https://www.bilibili.com/video/av115621224255987,盗***记,贵***旅,,未知,2025-11-28 11:19,2025,4293,79,17.93,客观探讨/咨询互动,0.0,消费预算与综合性价比,高性价比与平民消费好评,消费预算与综合性价比,高性价比与平民消费好评,贵州全域/综合,贵州全域/综合,贵州文旅在这里！
283936957616,115621224255987,这个贵州五线小城，凭什么是中国“吃商”最高的城市？,https://www.bilibili.com/video/av115621224255987,盗***记,言***清,,未知,2025-11-30 13:41,2025,5177,159,18.9,客观探讨/咨询互动,0.0,餐饮美食与特色体验,特色小吃与夜市文化,餐饮美食与特色体验,特色小吃与夜市文化,贵州全域/综合,贵州全域/综合,因为冒不起失学风险而回不去的安顺人只能帮大家到这里了 小三十年人生总结的安顺美食地图⬇️
283669988720,115621224255987,这个贵州五线小城，凭什么是中国“吃商”最高的城市？,https://www.bilibili.com/video/av115621224255987,盗***记,L***x,,未知,2025-11-27 20:18,2025,2051,17,15.33,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,这期视频观感让我感觉仿佛回到了几年前
281787790145,115621224255987,这个贵州五线小城，凭什么是中国“吃商”最高的城市？,https://www.bilibili.com/video/av115621224255987,盗***记,夏***咯,,未知,2025-11-27 22:49,2025,1800,62,16.39,强力种草/惊艳好评,3.0,餐饮美食与特色体验,酸汤系列与特色火锅 | 特色小吃与夜市文化,餐饮美食与特色体验,酸汤系列与特色火锅,贵阳市区/黔灵山 | 遵义红色胜地/赤水,贵阳市区/黔灵山,"外地朋友们如果觉得贵阳美食很惊艳，那一定要去安顺，因为连贵阳人也不得不承认，吃的安顺更在行。
其实视频里拍的蛋包洋芋、锅巴糍粑并不是安顺本地小吃，而是遵义小吃。
正宗安顺小吃还有好多没拍到：小锅凉粉、冲冲糕、油炸粑稀饭、油炸鸡蛋糕、破酥包、剪粉、旧州鸡辣子等等，都是出了安顺几乎吃不到的。
还有火锅除了视频中的灌汤猪脚和夺夺粉，还比较推荐：刘老实鱼火锅（我不爱吃鱼的人都吃的津津有味）、红豆牛肉火锅（和豆米火锅不一样）。"
279942653136,115406375224532,千呼万唤！贵阳美食攻略终于来啦！！,https://www.bilibili.com/video/av115406375224532,猴***甜,猴***甜,,未知,2025-10-21 20:43,2025,843,19,14.1,客观探讨/咨询互动,0.0,餐饮美食与特色体验,特色小吃与夜市文化,餐饮美食与特色体验,特色小吃与夜市文化,贵州全域/综合,贵州全域/综合,店铺合集
279940540624,115406375224532,千呼万唤！贵阳美食攻略终于来啦！！,https://www.bilibili.com/video/av115406375224532,猴***甜,H***e,,未知,2025-10-21 20:22,2025,476,24,13.47,客观探讨/咨询互动,0.0,餐饮美食与特色体验,特色小吃与夜市文化,餐饮美食与特色体验,特色小吃与夜市文化,贵州全域/综合,贵州全域/综合,感谢各大探店博主和各位广大网友，让本地土著知道原来还有这么多吃的东西……
278305277393,115406375224532,千呼万唤！贵阳美食攻略终于来啦！！,https://www.bilibili.com/video/av115406375224532,猴***甜,小***食,,未知,2025-10-21 18:08,2025,174,12,11.31,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,总算回归了[星星眼]
278324859121,115406375224532,千呼万唤！贵阳美食攻略终于来啦！！,https://www.bilibili.com/video/av115406375224532,猴***甜,N***_,,未知,2025-10-21 21:38,2025,91,61,11.91,客观探讨/咨询互动,0.0,消费预算与综合性价比,高性价比与平民消费好评,消费预算与综合性价比,高性价比与平民消费好评,贵州全域/综合,贵州全域/综合,"贵州的朋友求求你们告诉我 什么季节去最好 过年一个人去有的玩么
云贵真的我梦中情地[大哭][大哭][大哭]"
300502206193,116621750311721,我去贵州拍死亡纪录片，结果流浪了一个月,https://www.bilibili.com/video/av116621750311721,阿***记,阿***记,,未知,2026-05-24 21:06,2026,356,51,13.77,客观探讨/咨询互动,0.0,交通自驾与行程路况,山路弯道与自驾难度,交通自驾与行程路况,山路弯道与自驾难度,贵州全域/综合,贵州全域/综合,关于口语问题，因为我在大巴山天天都讲四川话，几乎不用普通话，训狗，训猫，和人类交流都用四川话，习惯了方言口语，说普通话就有点不顺畅了，以后慢慢练习下，或者以后视频直接四川话算了😐
300401560769,116621750311721,我去贵州拍死亡纪录片，结果流浪了一个月,https://www.bilibili.com/video/av116621750311721,阿***记,i***n,,未知,2026-05-23 23:57,2026,325,20,12.72,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,荔波小七孔,荔波小七孔,荔波
303392776720,116621750311721,我去贵州拍死亡纪录片，结果流浪了一个月,https://www.bilibili.com/video/av116621750311721,阿***记,不***巫,,未知,2026-05-23 22:30,2026,203,4,10.59,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,[桃源_给花花]梦 奇 险～
300351143617,116621750311721,我去贵州拍死亡纪录片，结果流浪了一个月,https://www.bilibili.com/video/av116621750311721,阿***记,二***4,,未知,2026-05-23 17:04,2026,78,11,10.04,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,怎么来我家了？
300452943393,116621750311721,我去贵州拍死亡纪录片，结果流浪了一个月,https://www.bilibili.com/video/av116621750311721,阿***记,I***g,,未知,2026-05-24 13:15,2026,74,1,8.17,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,我一直认为我们本土的神像，一定是发生了什么事情才有人将祂塑身的。或者说是一定发生了什么事情才有了祂。那种田埂间的神像，也许是土地神。那么这个土地神可能是当年的某个人做了某样的事，大家感谢他，死后塑泥身祭拜他
296489995569,116414467805450,贵州92.5%都是山！6天行程这样走，少踩90%人的坑！路线、节奏、费用一次讲透~,https://www.bilibili.com/video/av116414467805450,烩***上,公***皮,,未知,2026-04-17 17:12,2026,563,35,14.09,客观探讨/咨询互动,0.0,自然风光与气候避暑,瀑布水景视觉震撼,自然风光与气候避暑,瀑布水景视觉震撼,贵州全域/综合,贵州全域/综合,想起以前去的时候正值汛期，真的是“黄”～～果树瀑布[辣眼睛][辣眼睛][辣眼睛]
296429739905,116414467805450,贵州92.5%都是山！6天行程这样走，少踩90%人的坑！路线、节奏、费用一次讲透~,https://www.bilibili.com/video/av116414467805450,烩***上,阿***6,,未知,2026-04-16 23:36,2026,346,3,11.16,客观探讨/咨询互动,0.0,自然风光与气候避暑,瀑布水景视觉震撼,自然风光与气候避暑,瀑布水景视觉震撼,贵州全域/综合,贵州全域/综合,看完我最大的感受是终于有人把贵州当一个有内部逻辑的地方来做了不是把热门点串起来就完事贵州这种地形和文化密度本来就需要被认真编排不然真的很容易把最好的部分玩碎了
299201684496,116414467805450,贵州92.5%都是山！6天行程这样走，少踩90%人的坑！路线、节奏、费用一次讲透~,https://www.bilibili.com/video/av116414467805450,烩***上,j***u,,未知,2026-04-17 17:32,2026,290,18,12.45,强力种草/惊艳好评,1.0,自然风光与气候避暑,瀑布水景视觉震撼,自然风光与气候避暑,瀑布水景视觉震撼,黄果树瀑布 | 荔波小七孔,黄果树瀑布,已经玩完回来了  美的呀  美的呀小七孔的水很有质感，真的漂亮！黄果树瀑布的这个角度很像课本封面！而且现在这个季节贵州很舒服  超级舒服哈哈哈哈哈哈哈好想去一次 可惜没假期[doge][doge][doge]
299200753680,116414467805450,贵州92.5%都是山！6天行程这样走，少踩90%人的坑！路线、节奏、费用一次讲透~,https://www.bilibili.com/video/av116414467805450,烩***上,啥***l,,未知,2026-04-17 17:25,2026,370,20,12.92,强力种草/惊艳好评,1.0,自然风光与气候避暑,瀑布水景视觉震撼,自然风光与气候避暑,瀑布水景视觉震撼,黄果树瀑布,黄果树瀑布,去过，水帘洞可以走，一天玩了三景点走了快3万步！累是真累，但风景真的美！很震撼！
273135936017,115111347949448,你们贵州人嘴真严啊…这么有意思的地方怎么不早说！？,https://www.bilibili.com/video/av115111347949448,超***西,骆***学,,未知,2025-08-29 18:09,2025,2323,79,17.01,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,下次我一定毫不犹豫地跳下去！！！！[大笑][大笑][大笑][大笑]
274467789056,115111347949448,你们贵州人嘴真严啊…这么有意思的地方怎么不早说！？,https://www.bilibili.com/video/av115111347949448,超***西,一***啊,,未知,2025-08-29 18:10,2025,2686,48,16.74,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,对不起，我来的不是时候[大哭]
274511709712,115111347949448,你们贵州人嘴真严啊…这么有意思的地方怎么不早说！？,https://www.bilibili.com/video/av115111347949448,超***西,S***咩,,未知,2025-08-30 00:04,2025,866,48,15.04,强力种草/惊艳好评,1.0,自然风光与气候避暑,瀑布水景视觉震撼,自然风光与气候避暑,瀑布水景视觉震撼,贵州全域/综合,贵州全域/综合,1280一个人[OK]本土著就不去了，去个免费的，莲花洞
273169621985,115111347949448,你们贵州人嘴真严啊…这么有意思的地方怎么不早说！？,https://www.bilibili.com/video/av115111347949448,超***西,我***-,,未知,2025-08-29 22:47,2025,1068,41,15.2,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,驼子姐真的好可爱
274523386800,115111347949448,你们贵州人嘴真严啊…这么有意思的地方怎么不早说！？,https://www.bilibili.com/video/av115111347949448,超***西,怕***来,,未知,2025-08-30 02:52,2025,514,5,12.16,强力种草/惊艳好评,1.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,駝子简直就是现实版的美嘉啊   太可爱了
126739885584,429661049,贵州旅行懒人攻略！大环线+必打卡推荐，自驾两个月总结,https://www.bilibili.com/video/av429661049,小***猴,小***猴,,未知,2022-08-21 18:47,2022,79,12,10.14,强力种草/惊艳好评,1.0,餐饮美食与特色体验,老字号口碑 vs 网红营销店,餐饮美食与特色体验,老字号口碑 vs 网红营销店,贵州全域/综合,贵州全域/综合,欢迎大家在【评论区】留下你最想推荐的贵州宝藏旅行地！还没去过贵州的小伙伴，不妨告诉我你在视频中种草了哪里吧？最后，记得看完一键三连哦~
126795976784,429661049,贵州旅行懒人攻略！大环线+必打卡推荐，自驾两个月总结,https://www.bilibili.com/video/av429661049,小***猴,雨***游,,未知,2022-08-22 01:00,2022,391,25,13.21,客观探讨/咨询互动,0.0,餐饮美食与特色体验,特色小吃与夜市文化,餐饮美食与特色体验,特色小吃与夜市文化,黄果树瀑布 | 贵阳市区/黔灵山 | 织金洞 | 万峰林/马岭河 | 阿西里西韭菜坪/百里杜鹃 | 六盘水凉都/乌蒙大草原,黄果树瀑布,"分享一个之前做的黔西环线。
day0家-贵阳
day1贵阳-安顺，车程2小时，景区黄果树
day2安顺-兴义，车程2.5小时，景区万峰林
day3兴义-六盘水，车程2.5小时，景区乌蒙大草原
day4六盘水-毕节韭菜坪，车程2小时，景区韭菜坪
day5毕节韭菜坪-毕节织金洞，车程2.5小时，景区织金洞
day6毕节织金洞-贵阳，车程1.5小时
day6或者day7回家都行，平均每天车程也就2个小时左右，一天一个大景点，具体怎么吃住玩，还是看自己体力"
127840650208,429661049,贵州旅行懒人攻略！大环线+必打卡推荐，自驾两个月总结,https://www.bilibili.com/video/av429661049,小***猴,b***3,,未知,2022-08-28 23:13,2022,271,25,12.67,强力种草/惊艳好评,1.0,交通自驾与行程路况 | 安全防范与避坑预警,山路弯道与自驾难度 | 水上漂流与徒步涉水安全,交通自驾与行程路况,山路弯道与自驾难度,黄果树瀑布 | 荔波小七孔 | 西江千户苗寨 | 贵阳市区/黔灵山 | 镇远古城/舞阳河 | 肇兴侗寨/加榜梯田,黄果树瀑布,"我分享一个自己走过的路线，适合带孩子，比较热闹：
d1 飞到贵阳，贵州民族博物馆，甲秀楼，晚上看演出
d2 一早租车，贵阳-黄果树-青岩古镇
d3 青岩-小七孔-大七孔-荔波古城
d4 荔波-加榜梯田，吐血推荐从江梯田山庄
d5 加榜-岜沙苗寨-肇兴侗寨，看演出
d6 肇兴-杉木河漂流-施秉
d7 施秉-朗德-千户苗寨
d8 千户-贵阳，还车
d9 贵阳市内，黔灵山，晚上飞回家"
126772644160,429661049,贵州旅行懒人攻略！大环线+必打卡推荐，自驾两个月总结,https://www.bilibili.com/video/av429661049,小***猴,A***尧,,未知,2022-08-21 22:18,2022,271,113,14.14,强力种草/惊艳好评,3.0,自然风光与气候避暑,喀斯特溶洞地质奇观,自然风光与气候避暑,喀斯特溶洞地质奇观,黄果树瀑布 | 荔波小七孔 | 西江千户苗寨 | 梵净山 | 织金洞 | 万峰林/马岭河 | 镇远古城/舞阳河 | 肇兴侗寨/加榜梯田,黄果树瀑布,我的推荐是黄果树，小七孔两个必去，镇远，千户苗寨，肇兴侗寨可以三选二，不喜欢爬山且有恐高症的梵净山可以直接放弃，如果没有看过溶洞的，那织金洞可以去，如果你只有一周的时间去贵州，那万峰林可以放弃，因为路途遥远，和其他行程肯定有所冲突
182149869104,429661049,贵州旅行懒人攻略！大环线+必打卡推荐，自驾两个月总结,https://www.bilibili.com/video/av429661049,小***猴,咩***咩,,未知,2023-08-21 15:44,2023,137,2,9.49,强力种草/惊艳好评,2.0,自然风光与气候避暑 | 商业化程度与民俗真实感 | 住宿价格与酒店民宿 | 安全防范与避坑预警,瀑布水景视觉震撼 | 原生态村寨与民俗好评 | 民宿卫生隔音与硬件体验 | 水上漂流与徒步涉水安全,自然风光与气候避暑,瀑布水景视觉震撼,荔波小七孔 | 西江千户苗寨 | 肇兴侗寨/加榜梯田,荔波小七孔,"感谢Up主的分享，我也说说我推荐的贵州景点

我去过贵州三次，8月份暑假刚刚回来，如果你比较喜欢自然景观，贵州最推荐的一定是茂兰风景区，可以徒步、玩水、探洞（离荔波小七孔不远，但是人少很多）

我们住在茂兰风景区里的客栈，客栈附近就可以玩水，水很清澈，就是有点冷；那边玩水可以抓鱼和小螃蟹

探洞是走纯自然的洞穴，没有开发的景区，但是景区是允许走的，可以请向导，穿3-4个山洞，大概需要4-5小时，我们带着1岁多的娃走的，都可以全程走下来

另外茂兰还有一些徒步路线，比如漏斗森林，听说6小时+，我们带着娃就没有去

如果你喜欢人文的景观，那邑沙侗寨或者朗德苗寨这两个略微冷门的就很推荐，没有那么商业化，保留了原汁原味当地的人文建筑和生活习俗

如果感兴趣，也可以看下我最近投稿的贵州之行视频哈"
235711677136,1456349030,又扣又爱玩|贵州旅游攻略（学生党版）,https://www.bilibili.com/video/av1456349030,8***睡,8***睡,,未知,2024-08-04 22:42,2024,265,14,12.08,客观探讨/咨询互动,0.0,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,图文版 希望能帮到大家[桃源_乖巧]
236181990128,1456349030,又扣又爱玩|贵州旅游攻略（学生党版）,https://www.bilibili.com/video/av1456349030,8***睡,馒***3,,未知,2024-08-07 07:37,2024,144,12,11.03,客观探讨/咨询互动,0.0,餐饮美食与特色体验,特色小吃与夜市文化,餐饮美食与特色体验,特色小吃与夜市文化,贵阳市区/黔灵山,贵阳市区/黔灵山,贵阳现在属于旺季，酒店价格相比平常差不多都翻倍了[笑哭]
235706764048,1456349030,又扣又爱玩|贵州旅游攻略（学生党版）,https://www.bilibili.com/video/av1456349030,8***睡,谁***_,,未知,2024-08-04 22:18,2024,126,23,11.44,强力种草/惊艳好评,1.0,自然风光与气候避暑 | 消费预算与综合性价比,夏季清凉避暑体验 | 高性价比与平民消费好评,自然风光与气候避暑,夏季清凉避暑体验,贵州全域/综合,贵州全域/综合,贵州人狂喜[打call]欢迎大家都到贵州来避暑[打call]该说不说大贵州物价好便宜，我们去厦门玩四天四晚三千多😭
235708293152,1456349030,又扣又爱玩|贵州旅游攻略（学生党版）,https://www.bilibili.com/video/av1456349030,8***睡,a***德,,未知,2024-08-04 22:26,2024,46,6,8.72,强力种草/惊艳好评,1.0,景区运营与排队管理,核心项目超长排队与拥堵,景区运营与排队管理,核心项目超长排队与拥堵,贵阳市区/黔灵山,贵阳市区/黔灵山,黔灵山公园免费啦我那时候去还要五块钱门票呢
235711613824,1456349030,又扣又爱玩|贵州旅游攻略（学生党版）,https://www.bilibili.com/video/av1456349030,8***睡,阿***礼,,未知,2024-08-04 22:41,2024,38,1,7.19,实战攻略/避坑技巧,0.2,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,综合旅游体验与漫游杂谈,全省概览/多景点串联游记,贵州全域/综合,贵州全域/综合,好详细的攻略，好细心的86[星星眼]，已经三连啦，狠狠收藏!! 期待我未来也有这样一趟旅行[打call]
260152560737,114355685296441,贵州攻略（上）贵阳、安顺三天两晚Vlog，没有1TB的胃真不行！,https://www.bilibili.com/video/av114355685296441,哎***仔,1***r,,未知,2025-04-23 09:14,2025,122,28,11.59,强力种草/惊艳好评,2.0,自然风光与气候避暑 | 餐饮美食与特色体验 | 安全防范与避坑预警,瀑布水景视觉震撼 | 喀斯特溶洞地质奇观 | 高山峡谷与世界级桥梁 | 特色小吃与夜市文化 | 折耳根与口味适应度 | 水上漂流与徒步涉水安全,自然风光与气候避暑,瀑布水景视觉震撼,黄果树瀑布 | 贵阳市区/黔灵山 | 镇远古城/舞阳河 | 阿西里西韭菜坪/百里杜鹃,黄果树瀑布,贵州还有很多野景，比如安顺万峰顶，大圣之眼，平坝大坡林场，每年的花季有百里杜鹃，平坝樱花，金海雪山，还有龙脊山，老王山，哈冲洞，丰水期的滴水滩瀑布等等，去之前都可以做做攻略。当然，还有贵阳开阳县的猴耳天坑，在体验天然天坑美景的同时，还能体验官方的原始丛林飞跃，绝壁爬岩，天坑百米大秋千飞荡等项目，特别有意思。当然，我本人还推荐，贵阳的市中心的领刻派对娱乐中心，具体玩法可以抖音搜一搜，挺丰富好玩的，去过的人很多都说好玩得不得了，周边还有贵阳著名小吃街等等。夏天，还能来贵州漂流和涉水，比如贵州杉木河白天漂和夜晚漂两个景区，贵州万佛峡谷蚂蝗沟徒步峡谷穿越人体漂水景区等等。秋天，能来贵州泡温泉疗养，比如著名的贵州息烽温泉，泡完还能吃当地美食比如息烽黄南武辣子鸡等等，暖和[doge]
